ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
11,"Quy tắc ""Vàng"" bất di bất dịch của ngành xử lý ảnh trước khi bắt tay thực hiện trích xuất đường biên là gì?","Khử nhiễu làm trơn trước khi tìm biên.","Nhuộm màu lại mọi pixel nằm trong khung ảnh bị tối màu.","Tính nhẩm thông số đạo hàm và vi phân trên tất thảy dải xám.","Tráo đổi kênh màu theo chuẩn BGR thay vì dùng kênh RGB nguyên bản.",A,"Tiên quyết phải lau quét nhòe hạt rác bụi bằng Median hay Mean để làm trơn ảnh trước, hưng thuật lấy biên Sobel / Laplace mới thi triển trúng đích."
12,"Tên gọi dân dã của loại nhiễu rắc điểm hỏng màu trắng toát và hạt đốm đen thui rải rác khắp tấm ảnh là gì?","Nhiễu muối tiêu (Salt and Pepper).","Răng cưa viền bóng mờ loang lổ.","Nghẽn tắc xung nhịp cường độ thấp.","Sự nhiễu loạn từ thông quang học dải hẹp.",A,"Những điểm bốc đỉnh trắng lóa (muối) và vực xoáy hụp sâu đen thui (tiêu) đột nhập ngẫu nhiên thành mụn trên khung ảnh là Salt-and-Pepper noise."
13,"Cơ chế làm việc tài tình của bộ lọc Trung vị (Median Filter) khi phải xử lý khắc phục những hạt nhiễu đốm đột biến sáng chói là gì?","Sắp xếp và bốc lấy giá trị nằm chính giữa.","Lấy trung bình cộng tất cả thông số chia số lượng.","Lọc và chọn phần tử tối nhất nằm tại cuối dãy xâu.","Tự động kích hoạt xóa phông viền cạnh mờ nhòe bối cảnh.",A,"Bẻ ngược lại logic lọc tuyến, Lọc phi tuyến Trung vị (Median Filter) rải danh sách theo bậc xếp hạng và chỉ bốc phần tử giữa làm đại diện."
14,"Tại sao khi sử dụng Mean Filter (Trung bình cộng) để xóa nhiễu muối tiêu lại thường hay phải trả giá bằng việc ""phá hỏng"" bức ảnh?","Vì nhạy cảm ngoại lai nên làm nhòe mờ.","Vì không thể tương thích với các dòng máy chủ tính toán thế hệ phiên bản cũ.","Bởi nguyên do thuật toán này làm bức hình bị cháy trắng viền xung quanh tâm.","Việc cộng dồn chia đều làm ảnh thu nhỏ kích cỡ lại và đánh mất màu sắc gốc.",A,"Cào bằng phép cộng lấy trung bình làm cục sạn điểm đen chói lan nhòe (nhạy ngoại lai) làm thất thoát cấu trúc biên hình cực kì tệ hại."
15,"Mục tiêu hoạt động chính của bộ lọc phi tuyến Min Filter là lựa chọn ra điểm ảnh gì ở bên trong một khu vực quét?","Lựa chọn ra điểm tối nhất.","Thay thế các mảng bằng màu trắng xám.","Tìm điểm trung hòa của mọi sắc độ nóng lạnh.","Ưu tiên lọc hạt nhiễu mang độ chói cực kỳ cao.",A,"Lọc Min Filter dùng cơ chế tìm khát khao điểm yếu kém (nhỏ chót) của vùng đó, nên bắt chết lựa chọn điểm thấp tối thui (tối nhất)."
16,"Trong giải pháp Hình thái học xử lý ảnh nhiễu, nếu hạt nhiễu là màu trắng (Nhiễu muối), bộ lọc phi tuyến nào sẽ là ""sát thủ"" xử lý tuyệt vời nhất?","Bộ lọc Min.","Lọc trung bình cộng tổng (Mean).","Tính toán đạo hàm theo quy luật phương ngang.","Cửa sổ trượt gắn kết hệ số tỷ lệ phân rã lớn.",A,"Vì Min rình chập chọn dải u tối nén điểm nên nó nuốt sạch hoàn hảo tàn tích điểm chói lóa (hạt muối)."
17,"Nhược điểm phát sinh tiềm ẩn rất dễ thấy nếu người dùng ép phối chạy lọc Max xong rồi tiếp tục chạy lọc Min lên ảnh là gì?","Sẽ làm biến dạng kích thước vật thể.","Gây tràn bộ nhớ lưu trữ ổ cứng của người thiết kế điều phối ngay.","Tạo hiện tượng bóng ma nhợt nhạt vờn quanh các cạnh đường biên.","Lập tức bị mã hóa và không cho phép hiển thị màu sắc nguyên thủy gốc.",A,"Phóng to bào mòn (Max / Min) nối tiếp nhồi nhét xử lý sẽ xé toạc làm bão hòa cấu trúc méo mó dị dạng kích thước của đồ vật chìm bên trong."
18,"""Tòa lâu đài"" mang tên Thuật toán Canny dùng để trích xuất viền cấu trúc ảnh thực chất là kết hợp của chuỗi công đoạn tối ưu nào?","Gaussian, Sobel, làm mảnh, Hysteresis.","Tích chập ma trận, đẩy đỉnh nhọn âm dương đồ thị, lọc tần số siêu âm.","Chuyển xám toàn thể tấm hình, phân bổ lại toàn cục Histogram, tăng sáng phi tuyến.","Đệm viền xung quanh khung ảnh gốc, nhân trọng số ma trận vuông, tăng giá trị Gamma.",A,"Phép tiên Canny gồm 4 tuyệt kĩ xâu chuỗi: Làm trơn Gaussian -> Vi phân Sobel tìm độ dốc -> Vót mảnh Non-maximum Suppression -> Ngắt chốt ngưỡng Hysteresis."
19,"Tham số truyền vào trong ngoặc hàm cv2.medianBlur(noisy_img, 5) để tiến hành quét làm sạch tấm hình mang ý nghĩa biểu thị gì?","Kích thước của mảng cửa sổ lọc Kernel.","Mức độ làm mờ Gaussian tính toán nhẩm tại vị trí tâm.","Chỉ số độ phơi sáng cần hiệu chỉnh bù trừ cho tấm ảnh đêm.","Mức cấp độ cảnh báo rủi ro sinh ra nhiễu hạt răng cưa mới lên bức hình.",A,"Số 5 là số định dạng kích thước khối cửa sổ lọc 5x5 quét tuần hoàn để nhặt lọc trung vị xử đồ thị ảnh."
20,"Đặc điểm nổi bật khiến bộ lọc Lọc phi tuyến (Median Filter) chiến thắng các thuật toán Lọc tuyến tính thường lệ trong vấn đề giải quyết nhiễu điểm ảnh đột biến là gì?","Giữ nguyên được các cạnh sắc nét.","Nhân chập trơn tru mọi đường cong uốn éo lượn rườm rà.","Hoán vị làm phẳng mịn luôn cả chi tiết bề mặt họa tiết nổi cứng.","Giải phương trình toán ma trận nháy mắt trả về đáp án nhanh siêu tốc.",A,"Lọc Trung vị khôn khéo miễn nhiễm ngoại lai cặn kẽ, khử phăng sạn dơ đột biến nhưng tay vẫn giữ nguyên sự mượt mà nét tắp các cạnh sườn bám cấu trúc."
