ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
11,"Cái ""bẫy chết người"" khiến cho ảnh bị nhiễu hạt muối tiêu càng trở nên lem luốc thảm họa lan rộng dơ bẩn hơn là do việc áp dụng sai trật tự lộn xộn của chuỗi bộ lọc nào trước?","Lọc lấy trung bình cộng cực đoan.","Chạy Median Blur để quét mụn.","Dùng Gaussian Blur trước Median.","Rải thêm cấu trúc điểm mờ nhòe.",C,"Cáo phó ngầm khi làm Denoise là nếu hồ đồ ngớ ngẩn đi kích phát Gaussian cào bằng trước thì nhiễu cục sẽ bị chia đều pha nhuyễn bét nhè lan rộng trên bức hình."
12,"Ý nghĩa sâu xa của câu châm ngôn ""Phải dọn rác trước khi lau sàn"" để trị bách bệnh nhiễu hạt hỗn hợp (Mixed Noise) là khuyên chúng ta buộc lòng tuân thủ quy trình đi bài nào đi trước?","Dùng Gaussian làm phẳng bề mặt mượt rồi mới dùng Sobel cắt mảng chéo.","Dùng Median khử hạt muối tiêu trước.","Lật ngược tông màu nền rồi sau phân phối chập theo kích thước khung lớn.","Chạy lặp viền cho ma trận số trung tâm để ép dải cực tính rớt đi xuống đáy.",B,"Chỉnh chu quy củ là khâu nhặt cục sạn to (muối tiêu chấm sáng bật nhọt) thông qua lưới Median nhặt bốc số giữa lọc nhiễu dọn thô sạch rác."
13,"Thuật ngữ mấu chốt làm nền để bộ lọc xóm làng Median loại vứt bỏ thành công được rác hạt muối tiêu không thương tiếc ra ngoài cõi ảnh không dính tạp là cơ chế toán học nào?","Tiến hành chia trung bình cho tất thảy chín số đo đó và cộng bù trừ.","Đẩy giá trị cực đoan 0, 255 về cuối hàng.","Nhào lộn tung hệ hoán vị qua đó lấp khoảng trống bị lỗi tệp.","Giải phương trình số phức lấy chóp đồ thị mài bóng vào mảng.",B,"Chữ trung vị (Median) phân bổ list xếp hạng chót loại lùi đẩy tịt các hạt trắng rát 255 hay bụi dơ 0 tụt lùi cuối sổ, an vị bốc điểm chính giữa khoẻ mạnh."
14,"Vai trò chức năng chủ đạo cốt chốt chốt hạ giao phó cho Linear Filter mang tên cây lau nhà ""Gaussian Blur"" sau khi đã dọn dẹp xong hột muối tiêu to tướng là gì?","Giảm tông màu RGB xuống mức thấp âm vô cùng bệt màu thâm hụt.","Chia cắt bức hình thành hai mảnh trái phải bằng nhau chằn chặn đều.","Tăng cường độ nét vỡ gai góc đanh thép vào tâm điểm của đồ hình.","Làm phẳng, làm mịn các điểm sần sùi.",D,"Bổn phận mài dũa nền mặt phẳng ảnh của thuật Gaussian là làm trơn phẳng phiu đánh nén cạn các hạt li ti tần số làm mờ mềm lại vùng sần sùi chi chít."
15,"Đặc trưng ""Trung bình cộng có trọng số"" của cơ chế hình quả chuông trong Gaussian Blur khác mang đặc tính khôn ngoan phân tách cốt yếu hơn cào bằng thông thường ở nhịp điệu nào?","Điểm gần tâm trọng số lớn, xa tâm trọng số nhỏ.","San sẻ tiếng nói chia cho muôn loài ngẫu nhiên theo chỉ số hàm vòng.","Kéo mọi vùng tối sậm màu lại để chia chung gánh cùng với khoảng trời trắng.","Tập hợp nhóm những vệt màu xám tạo rào để đẩy văng mọi chóp đồ đỉnh vi phân.",A,"Cấu tạo hình tháp chuông của Gaussian gắn điểm mút chóp cho hạt tại tâm điểm ảnh hưởng lan vây, các đệ tử vòng ngoài sẽ bị phai mờ cắt rớt điểm mạnh ảnh hưởng xa tâm."
16,"Do thuật lướt lau nhà Gaussian làm ảnh bị vương chướng mô tuýp soft (mờ mềm lún), bước thứ 3 đi thu lại hồn và gọi phục hồi nét vẽ chi tiết mảng mảnh (Recover) cần chập cái gì vào vi phân mảng chập?","Đẩy chèn vào ma trận làm nét Sharpen.","Tịnh tiến vùng phân định màu qua kênh thứ nguyên đảo lật xoắn ốc cong.","Thu phóng ngẫu nhiên hình học điểm ảnh thông qua thuật nén dung lượng size.","Lên cấu trúc dải cắt đường bờ tạo ranh phân vùng bôi đậm mảng không gian con.",A,"Chu trình đánh tơi nát nét hồi chuông tỉnh giấc chập filter2D gài ma trận chốt Sharpen vào giữa ép chát để mài sắt bén mảnh vỡ nhăn cạnh đường gân cánh hoa bướm sống lại mượt."
17,"Trong Mini-Project chế tạo ứng dụng điện thoại đỉnh cao thông minh Document Scanner, việc cho áp dùng bộ cào mờ Gaussian Blur xóa sổ đánh trắng làm nhoè những hoạ tiết vân vân xù xì bám nhám trên nền bàn nhằm mục đích tối ưu gì chốt hệ cho app bóc giấy?","Khuếch đại mọi thông số đường đi chéo tệp màu RGB làm nhiễu hệ nhị phân.","Tránh làm thuật toán dò tìm biên bắt nhầm vân gỗ.","Mở rộng vô tận cấu trúc hình chữ nhật chứa lọt lòng được toàn bộ không gian phòng.","Nguỵ tạo ra một hệ thống quét ngầm chạy vi rút độc hại chèn cài vào camera của máy.",B,"Sứ mệnh dẹp đường ủi mờ phẳng phiu bàn vân gỗ tránh cho mụ thần dò lưới mạng Sobel gạt quét chìm nhầm đánh lộn sang chém vỡ đường vân gỗ thay rìa lề thẳng kéo của mép cuốn tập tài liệu giấy."
18,"Theo nhìn tổng quát mô hình kiến trúc kim tự tháp bài vở, Neighborhood Ops (Lớp tập trung Phép toán phân dải quy vùng khu vực liên bang lân cận) vững chãi đại diện cho nấc cấp độ tư duy thứ mấy trong chuỗi phát triển?","Nằm ngụp lặn ở ngay sát vị trí dưới đáy tầng 1.","Level 3, nằm ở tầng đỉnh cao nhất.","Rơi vào khu vực chìm nổi không thể phân định.","Bị gạt ra khỏi các cấp bậc đánh giá năng lực môn.",B,"Kim tự tháp kỹ sư leo ải: Level 1 căn chỉnh hạt pixel hờ đơn côi => Level 2 Global biến hoá đa năng phổ Histogram -> Leo vót đỉnh Level 3 trượt khung ô ma trận lân cận (Neighborhood Ops)."
19,"Vấn đề nhức nhối hệ trọng lớn nhất ngồn ngộn tồn tại cấp bách cần tìm thuật giải quyết khi mới chập chững chân ướt bước sang cánh cửa bước màn mới ở Chương 3: Phân đoạn ảnh là thực trạng mù vi tính gì của hệ thống nhận hình?","Văng ra ngoài và không đọc được dạng tệp tin.","Máy chỉ thấy ma trận, chưa hiểu đâu là vật.","Vùng nhớ RAM đầy ắp rác thải sinh ra do lỗi lặp.","Thiết bị máy quét bị mờ lấm bùn bám chặt kính.",B,"Bức bối gò hẹp vì ảnh nét màu đỉnh cao nhưng bộ vi xứ lí xử lý nhận diện AI não cạn con nhộng vẫn ngơ ngác đui mù chỉ trích ra toàn số ma trận và đếch hề tự nhận định phân mảnh biết đó hình là bộ phận cái giống gì mọc lên mảng phông."
20,"Bài toán đồ tể gõ cửa hóc búa của con xe tự lái thông minh lăn bánh dò dẫm ngoài cung đường tự phân tách rạch ròi bôi viền xanh đỏ cắt ra kẻ vẽ người đi bộ riêng khối đống bảng hiệu mép đường lộ giao thông lằn vạch ranh biên rành rõ chỉ điểm cụm, đã dùng chiêu thuật toán xưng bá gì siêu hot của làng trí tuệ nhân tạo chuyên trị bóc tách đồ?","Biến đổi thông số đường cong.","Semantic Segmentation phân đoạn ngữ nghĩa.","Lọc viền nháp thông qua cổng bù trừ mảng xám.","Phá vỡ chuỗi mạng lưới mờ nhòe trung bình dải thấp.",B,"Đại mảng phân cắt lột biên vùng đắt địa cực hiếm hoi bão táp đỉnh nhất xe bay là Semantic Segmentation gỡ tách cạo màu tô xanh đỏ cắt khúc ván trượt khỏi mông con người hoàn bị ngữ nghĩa tuyệt kỹ."
