ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer
12,Module 4. An toàn,4,1,Hãy cho biết tội phạm mạng (Cybercriminals) thực hiện các cuộc tấn công nhằm mục đích gì?,Thể hiện quan điểm chính trị.,Khoe khoang kỹ năng công nghệ.,Lợi ích tài chính.,Gây ra sự gián đoạn và hoảng loạn.,C,Lợi ích tài chính.
13,Module 4. An toàn,4,1,"Hãy cho biết những đối tượng thuộc ""Script Kiddies"" có đặc điểm gì?",Được nhà nước bảo trợ để thực hiện các cuộc tấn công mạng.,Có kỹ năng máy tính tiên tiến và tự viết các công cụ tấn công.,"Thiếu kiến thức về máy tính và mạng, sử dụng phần mềm tấn công tự động tải xuống từ các trang web.",Bán kiến thức về các lỗ hổng bảo mật cho người trả giá cao nhất.,C,"Thiếu kiến thức về máy tính và mạng, sử dụng phần mềm tấn công tự động tải xuống từ các trang web."
14,Module 4. An toàn,4,1,Các cuộc tấn công được thực hiện bởi Script Kiddies đòi hỏi mức kỹ năng nào?,Kỹ năng cao.,Kỹ năng trung bình.,Kỹ năng thấp hoặc không có kỹ năng.,Kỹ năng chuyên gia.,C,Kỹ năng thấp hoặc không có kỹ năng.
15,Module 4. An toàn,4,1,Hãy cho biết các nhà môi giới (Brokers) trong lĩnh vực an ninh mạng thường thực hiện hành vi nào dưới đây?,Cung cấp các bộ công cụ khai thác (exploit kits) cho Script Kiddies.,Mua bán dữ liệu cá nhân bị đánh cắp trên các diễn đàn ngầm.,Bán kiến thức về một lỗ hổng cho người trả giá cao nhất thay vì báo cáo cho nhà cung cấp.,Môi giới cho các cuộc tấn công mạng giữa các quốc gia.,C,Bán kiến thức về một lỗ hổng cho người trả giá cao nhất thay vì báo cáo cho nhà cung cấp.
16,Module 4. An toàn,4,1,Hãy cho biết thuật ngữ Insiders đề cập đến các mối đe dọa thường xuất phát từ đâu?,Các cơ quan chính phủ nước ngoài.,Các đối thủ cạnh tranh trong cùng ngành.,"Nhân viên, nhà thầu và đối tác kinh doanh của chính tổ chức.",Các nhóm tội phạm có tổ chức.,C,"Nhân viên, nhà thầu và đối tác kinh doanh của chính tổ chức."
17,Module 4. An toàn,4,1,Hãy cho biết động cơ chính của Khủng bố mạng (Cyberterrorists) là gì?,Trả thù một tổ chức cụ thể.,Lợi ích tài chính cá nhân.,"Ý thức hệ, tấn công vì nguyên tắc hoặc niềm tin.",Gây thiệt hại kinh tế cho đối thủ.,A,Trả thù một tổ chức cụ thể.
18,Module 4. An toàn,4,1,Hactivists thực hiện các cuộc tấn công nhằm mục đích gì?,Gây hoảng loạn trong dân chúng.,Đánh cắp thông tin thẻ tín dụng để trục lợi.,Đưa ra một tuyên bố chính trị hoặc thúc đẩy một chương trình nghị sự.,Bán các lỗ hổng bảo mật cho chính phủ.,C,Đưa ra một tuyên bố chính trị hoặc thúc đẩy một chương trình nghị sự.
19,Module 4. An toàn,4,1,Hãy cho biết tại sao những kẻ tấn công được nhà nước bảo trợ (State-Sponsored Attackers) thuộc loại rất nguy hiểm?,Tấn công một cách ngẫu nhiên.,Tấn công vào các hệ thống tài chính cá nhân.,Có kỹ năng cao và nguồn lực dồi dào của chính phủ để vượt qua hầu hết các biện pháp phòng thủ.,Sử dụng các công cụ tấn công đơn giản và dễ bị phát hiện.,C,Có kỹ năng cao và nguồn lực dồi dào của chính phủ để vượt qua hầu hết các biện pháp phòng thủ.
20,Module 4. An toàn,4,1,"Kẻ tấn công sử dụng các giao thức, ứng dụng Internet phổ biến và thay đổi hành vi để khiến cuộc tấn công xuất hiện khác nhau ở mỗi lần thực hiện. Hãy chọn đáp án chính xác nhất mô tả cho vấn đề này? ",Các cuộc tấn công phân tán. ,Tốc độ tấn công gia tăng. ,Sự tinh vi ngày càng cao của các cuộc tấn công. ,Sự chậm trễ trong việc cập nhật bảo mật. ,C,Sự tinh vi ngày càng cao của các cuộc tấn công. 
21,Module 4. An toàn,4,1,Hãy cho biết mục đích chính của an ninh thông tin? Chọn đáp án đúng nhất.,Đảm bảo công ty tuân thủ tất cả các quy định pháp lý về bảo vệ dữ liệu.,Chỉ tập trung vào việc mã hóa tất cả dữ liệu để ngăn chặn truy cập trái phép.,Đảm bảo rằng các biện pháp bảo vệ được triển khai đúng cách để chống lại các cuộc tấn công và cung cấp sự bảo vệ ở mức độ cao nhất có thể.,Phục hồi hệ thống nhanh nhất có thể sau khi một cuộc tấn công xảy ra.,C,Đảm bảo rằng các biện pháp bảo vệ được triển khai đúng cách để chống lại các cuộc tấn công và cung cấp sự bảo vệ ở mức độ cao nhất có thể.
22,Module 4. An toàn,4,1,Bộ ba CIA trong an ninh thông tin gồm những yếu tố nào dưới đây? Chọn đáp án đúng nhất.,"Sản phẩm (Products), Con người (People), Chính sách (Policies).","Xác thực (Authentication), Ủy quyền (Authorization), Ghi nhận (Accounting).","Tính bí mật (Confidentiality), Tính toàn vẹn (Integrity), Tính sẵn sàng (Availability).","Rủi ro (Risk), Mối đe dọa (Threat), Lỗ hổng (Vulnerability).",C,"Tính bí mật (Confidentiality), Tính toàn vẹn (Integrity), Tính sẵn sàng (Availability)."
23,Module 4. An toàn,4,1,Tính toàn vẹn (Integrity) trong an ninh thông tin được thể hiện như thế nào? Chọn đáp án đúng nhất.,Thông tin là chính xác và không bị thay đổi bởi người không được ủy quyền.,Chỉ những cá nhân được chấp thuận mới có thể truy cập thông tin.,Dữ liệu có thể truy cập được bởi người dùng được ủy quyền.,Người dùng chính là người mà họ tự nhận.,A,Thông tin là chính xác và không bị thay đổi bởi người không được ủy quyền.
24,Module 4. An toàn,4,1,Ủy quyền (Authorization) được thể hiện như thế nào? Chọn đáp án đúng nhất.,Cấp phép hoặc chấp thuận cho các tài nguyên công nghệ cụ thể.,Đảm bảo rằng cá nhân đó chính là người mà họ tự nhận.,"Cung cấp việc theo dõi các sự kiện (""dấu vết kiểm toán"").",Đảm bảo thông tin là chính xác và không bị thay đổi.,A,Cấp phép hoặc chấp thuận cho các tài nguyên công nghệ cụ thể.
25,Module 4. An toàn,4,1,Một điểm yếu trong hệ thống hoặc biện pháp kiểm soát có thể bị một tác nhân khai thác được gọi là gì? Chọn đáp án đúng nhất.,Vulnerability,Threat,Risk,Threat agent,A,Vulnerability
26,Module 4. An toàn,4,1,Hành động mua bảo hiểm cho chiếc xe tay ga để công ty bảo hiểm gánh chịu tổn thất nếu bị đánh cắp được gọi là gì? Chọn đáp án đúng nhất.,Chuyển giao rủi ro (Risk transference).,Giảm thiểu rủi ro (Risk mitigation).,Chấp nhận rủi ro (Risk acceptance).,Tránh rủi ro (Risk avoidance).,A,Chuyển giao rủi ro (Risk transference).
27,Module 4. An toàn,4,1,Đâu là một phương thức tấn công phổ biến mà tin tặc sử dụng để xâm phạm an ninh thông tin cá nhân?,Quên mật khẩu,Phát tán Malware,Làm giảm tốc độ của máy tính,Gây ra lỗi phần cứng.,A,Quên mật khẩu
28,Module 4. An toàn,4,1,Hãy cho biết lựa chọn nào dưới đây là phương pháp tốt nhất để thiết lập bảo mật bằng mật khẩu?,Sử dụng công nghệ như trình quản lý mật khẩu,Tạo ra các mật khẩu dễ nhớ nhưng phức tạp.,Sử dụng cùng một mật khẩu mạnh cho nhiều tài khoản.,Viết mật khẩu ra giấy và cất ở nơi an toàn.,A,Sử dụng công nghệ như trình quản lý mật khẩu
29,Module 4. An toàn,4,1,"Theo các khuyến nghị bảo mật hiện đại, yếu tố nào sau đây được coi là quan trọng nhất để tạo nên một mật khẩu mạnh?",Độ dài của mật khẩu,Bao gồm các ký tự đặc biệt,Viết hoa chữ cái đầu tiên,Thay đổi mật khẩu hàng tháng,A,Độ dài của mật khẩu
30,Module 4. An toàn,4,1,Cách tiếp cận an toàn nhất đối với một email không mong đợi xuất phát từ một nguồn đáng tin cậy là gì?,Coi đó là một tin nhắn lừa đảo và không bao giờ nhấp vào liên kết trong email.,Trả lời email để xác nhận thông tin trước khi thực hiện bất kỳ hành động nào.,Nhấp vào liên kết để kiểm tra xem trang web có hợp pháp không.,Chuyển tiếp email cho bạn bè để hỏi ý kiến.,A,Coi đó là một tin nhắn lừa đảo và không bao giờ nhấp vào liên kết trong email.
31,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến Dữ liệu cá nhân (Personal Data)?,Dữ liệu liên quan trực tiếp hoặc gián tiếp đến một cá nhân đã được xác định hoặc có thể được xác định.,Tất cả các thông tin được lưu trữ trên máy tính hoặc điện thoại.,Dữ liệu được thu thập từ các trang mạng xã hội.,Thông tin về các giao dịch tài chính của một tổ chức.,A,Dữ liệu liên quan trực tiếp hoặc gián tiếp đến một cá nhân đã được xác định hoặc có thể được xác định.
32,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây không phải là dữ liệu cá nhân?,Nhiệt độ trung bình hàng năm của một thành phố.,"Dữ liệu sinh trắc học như vân tay, khuôn mặt.",Thông tin định vị GPS và địa chỉ IP.,"Dữ liệu tài chính như tài khoản ngân hàng, số thẻ tín dụng.",A,Nhiệt độ trung bình hàng năm của một thành phố.
33,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến nhận định: Dữ liệu cá nhân được xem là tài sản vô hình có giá trị?,"Nguồn nguyên liệu cho các hệ thống phân tích, dự đoán, tiếp thị và cá nhân hóa dịch vụ của các công ty.",Có thể dễ dàng thay thế nếu bị rò rỉ hoặc đánh cắp.,Chỉ có giá trị đối với chủ sở hữu,Không thể mua bán trên thị trường.,A,"Nguồn nguyên liệu cho các hệ thống phân tích, dự đoán, tiếp thị và cá nhân hóa dịch vụ của các công ty."
34,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến hành vi đánh cắp danh tính (Identity Theft)?,"Mạo danh người khác để vay tiền, mở tài khoản hoặc thực hiện hành vi phạm pháp.",Theo dõi và kiểm soát hoạt động trực tuyến của một cá nhân.,Gửi các email lừa đảo để lấy thông tin đăng nhập.,Làm mất uy tín của một cá nhân trên mạng xã hội.,A,"Mạo danh người khác để vay tiền, mở tài khoản hoặc thực hiện hành vi phạm pháp."
35,Module 4. An toàn,4,2,Thách thức lớn nhất trong việc bảo vệ dữ liệu cá nhân là gì?,Người dùng thiếu nhận thức và thường xuyên chia sẻ công khai thông tin cá nhân.,Các công ty công nghệ không có khả năng lưu trữ lượng lớn dữ liệu.,Dữ liệu cá nhân không có giá trị đối với tội phạm mạng.,Các quy định pháp lý quá nghiêm ngặt gây khó khăn cho doanh nghiệp.,A,Người dùng thiếu nhận thức và thường xuyên chia sẻ công khai thông tin cá nhân.
36,Module 4. An toàn,4,2,"Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thu thập dữ liệu cá nhân được đề cập trong nguyên tắc ""Thu thập có mục đích, minh bạch"" là gì?",Chỉ thu thập dữ liệu khi thực sự cần thiết và thông báo rõ mục đích sử dụng cho người dùng.,Thu thập càng nhiều dữ liệu càng tốt để phục vụ cho các mục đích trong tương lai.,Không cần thông báo cho người dùng về mục đích thu thập dữ liệu.,Giữ lại dữ liệu vô thời hạn ngay cả khi đã hoàn thành mục đích sử dụng.,A,Chỉ thu thập dữ liệu khi thực sự cần thiết và thông báo rõ mục đích sử dụng cho người dùng.
37,Module 4. An toàn,4,2,Hãy cho biết người dùng có quyền gì đối với dữ liệu cá nhân. Chọn đáp án đúng nhất?,"Quyền biết dữ liệu nào đang được lưu giữ, yêu cầu chỉnh sửa, xóa bỏ và từ chối chia sẻ.",Quyền bán dữ liệu của mình cho bất kỳ ai họ muốn.,Quyền truy cập vào dữ liệu của tất cả người dùng khác.,Quyền thay đổi dữ liệu của người khác mà không cần sự cho phép.,A,"Quyền biết dữ liệu nào đang được lưu giữ, yêu cầu chỉnh sửa, xóa bỏ và từ chối chia sẻ."
38,Module 4. An toàn,4,2,Hãy cho biết tại sao sử dụng mật khẩu yếu lại nguy hiểm?,Dễ bị kẻ tấn công phá vỡ thông qua các kỹ thuật như tấn công từ điển hoặc tấn công vét cạn.,Làm chậm tốc độ xử lý của máy tính khi đăng nhập.,Các hệ thống hiện đại không cho phép sử dụng mật khẩu yếu.,Chiếm nhiều dung lượng lưu trữ hơn mật khẩu mạnh.,A,Dễ bị kẻ tấn công phá vỡ thông qua các kỹ thuật như tấn công từ điển hoặc tấn công vét cạn.
39,Module 4. An toàn,4,2,Kỹ thuật bẻ khóa ngoại tuyến (offline cracking) hoạt động như thế nào?,Kẻ tấn công đánh cắp tệp mã hóa mật khẩu và sử dụng máy tính của mình để so khớp các mã hóa ứng viên.,Kẻ tấn công đoán ngẫu nhiên mật khẩu trực tiếp trên trang web đăng nhập.,Kẻ tấn công gửi email lừa đảo để người dùng tự tiết lộ mật khẩu.,Kẻ tấn công cài đặt phần mềm gián điệp để ghi lại mật khẩu khi người dùng gõ.,A,Kẻ tấn công đánh cắp tệp mã hóa mật khẩu và sử dụng máy tính của mình để so khớp các mã hóa ứng viên.
40,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ liên quan đến Tấn công từ điển (Dictionary attack)?,Kẻ tấn công tạo mã hóa của các từ điển thông thường và so sánh với tệp mã hóa bị đánh cắp.,Kẻ tấn công thử mọi tổ hợp ký tự có thể có để tìm ra mật khẩu.,Kẻ tấn công sử dụng các từ trong nhiều ngôn ngữ khác nhau để đoán mật khẩu.,Kẻ tấn công tìm kiếm định nghĩa của các từ liên quan đến người dùng để đoán mật khẩu.,A,Kẻ tấn công tạo mã hóa của các từ điển thông thường và so sánh với tệp mã hóa bị đánh cắp.
41,Module 4. An toàn,4,2,Social engineering dựa vào yếu tố nào để thực hiện cuộc tấn công?,Sự thao túng khéo léo của kẻ tấn công đối với bản chất con người để thuyết phục nạn nhân hành động.,Các lỗ hổng trong phần mềm và hệ điều hành.,Sức mạnh của các máy tính để bẻ khóa mật khẩu.,Các thuật toán mã hóa yếu.,A,Sự thao túng khéo léo của kẻ tấn công đối với bản chất con người để thuyết phục nạn nhân hành động.
42,Module 4. An toàn,4,2,Nguyên tắc khẩn cấp trong kỹ thuật Social engineering được sử dụng để làm gì?,Thuyết phục nạn nhân rằng cần phải hành động ngay lập tức để tránh hậu quả tiêu cực.,Giả danh một nhân vật có quyền uy để ra lệnh cho nạn nhân.,Cho nạn nhân thấy rằng nhiều người khác cũng đã làm như vậy.,Tạo ra cảm giác tin cậy và quen thuộc với nạn nhân.,A,Thuyết phục nạn nhân rằng cần phải hành động ngay lập tức để tránh hậu quả tiêu cực.
43,Module 4. An toàn,4,2,Hãy cho biết Spear phishing có đặc điểm gì?,Spear phishing nhắm mục tiêu vào những người dùng cụ thể với các email được tùy chỉnh.,Spear phishing sử dụng tin nhắn văn bản thay vì email.,Spear phishing chỉ nhắm vào các giám đốc điều hành cấp cao.,Spear phishing không sử dụng các liên kết web độc hại.,A,Spear phishing nhắm mục tiêu vào những người dùng cụ thể với các email được tùy chỉnh.
44,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ Typo squatting?,Kẻ tấn công mua các tên miền có cách viết tương tự với các trang web thực tế để lừa người dùng gõ sai.,Kẻ tấn công gửi email có lỗi chính tả để tránh các bộ lọc thư rác.,Kẻ tấn công sử dụng lỗi chính tả trong mật khẩu để làm cho chúng khó đoán hơn.,Kẻ tấn công sửa lỗi chính tả trên các trang web để làm cho chúng trông hợp pháp hơn.,A,Kẻ tấn công mua các tên miền có cách viết tương tự với các trang web thực tế để lừa người dùng gõ sai.
45,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ Dumpster diving?,"Lục lọi các thùng rác để tìm thông tin hữu ích như lịch, sơ đồ tổ chức, danh bạ điện thoại.",Tìm kiếm các thiết bị điện tử cũ bị vứt bỏ để sửa chữa và bán lại.,Thu thập rác thải để tái chế và bảo vệ môi trường.,Phân tích các loại rác thải để hiểu về thói quen tiêu dùng của một tổ chức.,A,"Lục lọi các thùng rác để tìm thông tin hữu ích như lịch, sơ đồ tổ chức, danh bạ điện thoại."
46,Module 4. An toàn,4,2,Người dùng thực hiện hành động nào dưới đây để chống lại Shoulder surfing?,Che chắn bàn phím khi nhập thông tin nhạy cảm như mã PIN hoặc mật khẩu ở nơi công cộng.,Sử dụng các mật khẩu ngắn và dễ nhớ để nhập nhanh hơn.,Yêu cầu người đứng sau giữ khoảng cách an toàn.,Chỉ thực hiện các giao dịch nhạy cảm ở nhà.,A,Che chắn bàn phím khi nhập thông tin nhạy cảm như mã PIN hoặc mật khẩu ở nơi công cộng.
47,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ cryptography?,Biến đổi thông tin thành một dạng an toàn để người không được ủy quyền không thể truy cập.,Ẩn đi sự tồn tại của dữ liệu bằng cách nhúng nó vào các tệp khác.,Tăng tốc độ truyền tải dữ liệu qua mạng.,Nén dữ liệu để giảm dung lượng lưu trữ.,A,Biến đổi thông tin thành một dạng an toàn để người không được ủy quyền không thể truy cập.
48,Module 4. An toàn,4,2,Hãy cho biết điểm khác nhau cơ bản giữa cryptography và steganography là gì?,"Mật mã học xáo trộn thông điệp, trong khi steganography ẩn đi sự tồn tại của thông điệp.","Mật mã học chỉ áp dụng cho văn bản, trong khi steganography có thể dùng cho hình ảnh và âm thanh.","Mật mã học là một kỹ thuật cũ, trong khi steganography là một kỹ thuật hiện đại.","Mật mã học cần khóa để giải mã, trong khi steganography không cần.",A,"Mật mã học xáo trộn thông điệp, trong khi steganography ẩn đi sự tồn tại của thông điệp."
49,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ ciphertext?,Dữ liệu đã được mã hóa.,Dữ liệu ở dạng không được mã hóa.,Thuật toán được sử dụng để mã hóa dữ liệu.,Khóa được sử dụng để giải mã dữ liệu.,A,Dữ liệu đã được mã hóa.
50,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật toán mật mã đối xứng (symmetric cryptographic algorithms)?,Sử dụng cùng một khóa duy nhất để mã hóa và giải mã.,Sử dụng một cặp khóa công khai và khóa riêng tư.,Chỉ có thể mã hóa dữ liệu mà không thể giải mã.,"Tạo ra một ""dấu vân tay kỹ thuật số"" của dữ liệu.",A,Sử dụng cùng một khóa duy nhất để mã hóa và giải mã.
51,Module 4. An toàn,4,2,Hãy cho biết điểm yếu của thuật toán mã hóa đối xứng là gì?,Khó khăn trong việc phân phối và duy trì một khóa đơn an toàn giữa nhiều người dùng.,Tốc độ mã hóa và giải mã chậm hơn so với thuật toán bất đối xứng.,Mức độ bảo mật thấp hơn so với thuật toán băm.,Không thể được sử dụng để tạo chữ ký số.,A,Khó khăn trong việc phân phối và duy trì một khóa đơn an toàn giữa nhiều người dùng.
52,Module 4. An toàn,4,2,Hãy cho biết kỹ thuật mã hóa bất đối xứng (asymmetric cryptography) sử dụng loại khóa nào để mã hóa một thông điệp trước khi gửi cho bên nhận?,Khóa công khai (public key) của người nhận.,Khóa riêng tư (private key) của người gửi.,Khóa riêng tư (private key) của người nhận.,Khóa công khai (public key) của người gửi.,A,Khóa công khai (public key) của người nhận.
53,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến chữ ký số (digital signature)?,"Xác minh người gửi, ngăn người gửi từ chối tin nhắn và chứng minh tính toàn vẹn của tin nhắn.",Mã hóa toàn bộ nội dung của tin nhắn để đảm bảo tính bí mật.,Ẩn danh tính của người gửi để bảo vệ quyền riêng tư.,Tăng tốc độ gửi và nhận tin nhắn điện tử.,A,"Xác minh người gửi, ngăn người gửi từ chối tin nhắn và chứng minh tính toàn vẹn của tin nhắn."
54,Module 4. An toàn,4,2,Bên gửi sử dụng loại khóa nào để tạo chữ ký số cho một tài liệu?,Khóa riêng tư của người gửi.,Khóa công khai của người nhận.,Khóa công khai của người gửi.,Khóa riêng tư của người nhận.,A,Khóa riêng tư của người gửi.
55,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến mã hóa toàn bộ đĩa (Full-disk encryption)?,"Bảo vệ tất cả dữ liệu trên ổ cứng, bao gồm cả việc ngăn chặn truy cập bằng cách khởi động từ hệ điều hành khác.",Tốc độ mã hóa nhanh hơn và tốn ít tài nguyên hệ thống hơn.,Cho phép người dùng lựa chọn các tệp cụ thể để mã hóa.,Không yêu cầu người dùng phải nhớ mật khẩu để giải mã.,A,"Bảo vệ tất cả dữ liệu trên ổ cứng, bao gồm cả việc ngăn chặn truy cập bằng cách khởi động từ hệ điều hành khác."
56,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến Sharenting?,"Cha mẹ chia sẻ quá nhiều thông tin về con cái trên mạng, tạo ra dấu chân số cho đứa trẻ.",Chia sẻ mật khẩu tài khoản với bạn bè và gia đình.,Hành vi chia sẻ tin tức giả mạo một cách vô ý.,Sử dụng chung một thiết bị để truy cập nhiều tài khoản khác nhau.,A,"Cha mẹ chia sẻ quá nhiều thông tin về con cái trên mạng, tạo ra dấu chân số cho đứa trẻ."
57,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ The Privacy Paradox?,Bày tỏ sự lo ngại về quyền riêng tư nhưng hành động lại không phản ánh điều đó.,Sẵn sàng trả tiền để bảo vệ quyền riêng tư của mình.,Không quan tâm đến quyền riêng tư và chia sẻ mọi thông tin cá nhân.,Chỉ quan tâm đến quyền riêng tư của bản thân mà không tôn trọng quyền riêng tư của người khác.,A,Bày tỏ sự lo ngại về quyền riêng tư nhưng hành động lại không phản ánh điều đó.
58,Module 4. An toàn,4,2,Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ Pig Butchering Scams?,Lừa đảo tình cảm và lừa đảo đầu tư.,Lừa đảo qua điện thoại và lừa đảo qua email.,Đánh cắp danh tính và tấn công bằng mã độc.,Giả mạo trang web và tạo tin tức giả.,A,Lừa đảo tình cảm và lừa đảo đầu tư.
