ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
11,"Ưu điểm tuyệt vời đáng giá nhất giúp phân biệt nổi bật hẳn lên của phương pháp biến đổi phi tuyến (ví dụ Gamma) so sánh cùng với anh bạn biến đổi thuần tuyến tính là lợi điểm gì?","Cấu tạo nên cái thuật toán nội suy cực kỳ dễ thiết kế dễ viết mã cực kỳ và việc đem tính toán thì diễn ra siêu cực tốc độ cho bất cứ một bộ xử lý dòng thiết bị bình dân rẻ tiền nào hết.","Bảo toàn chi tiết sáng tối.","Nó có thể dễ dàng cực kỳ tùy nghi tiến hành áp dụng chỉ cần chung một hằng số thay đổi không đổi luân phiên là được để thay đổi mọi biến thiên cường độ từ độ đen đến cường độ phân bố tông trắng ở xung quanh.","Nó là một khả năng độc bản kỳ diện cho phép ngay tức thời để biến hóa biến đổi mọi thể loại hình đồ dạng thức hình ảnh thông thường nhanh chóng biến thành cả cái định dạng hiển thị xem được ở dạng 3D dành chỉ có cho việc có thể nhìn rõ qua kính xem thực tế tăng cường của tương lai.",B,"Mặc dù thuật toán lũy thừa thì tốn kém năng lực xử lý nên phi tuyến việc tính toán khá là hơi phức tạp, nhưng mà biến đổi này đã khéo léo giúp việc bảo toàn tốt vô vàn chi tiết vùng siêu tối và vùng quá sáng y hệt hoạt động của mắt con người."
12,"Ở cuối buổi học, một vấn đề cực kỳ thú vị đã được thầy đặt ra, việc làm sao thiết kế để cho thiết bị phần mềm thông minh có thể tự mình tự động cân chỉnh lấy thông số độ độ tương phản hoàn hảo (mà tránh việc phải để con người bằng tay đoán chọn các thông số) sẽ được xử lý ngon ơ bởi kỹ thuật gì?","Hiệu chỉnh thông số Gamma phi tuyến bằng thanh ngang thủ công tự mình làm dùng mắt theo dõi tới chừng nào mà con người trông thấy bức hình vừa vặn với ý muốn bản thân mình là duyệt được đó là tính năng tự động chuẩn.","Sử dụng bằng phương pháp lặp liên tục hàm tự chủ tính năng là dùng phần mềm lập trình để cứ tự động tiến hành liên tục cho cộng từ từ thêm một lượng hằng số có độ siêu to lớn cho đến lúc mà xuất hiện khi trạng thái lỗi bị tràn vỡ vượt viền cực hạn xuất sinh.","Kỹ thuật Histogram và CLAHE.","Thiết bị sẽ chủ động vận dụng AI phần mềm nhận diện thông minh nén để tự học cách nội suy ra công cụ cho tự động thu nhỏ ép bức thông số độ lớn bức không gian ảnh vật lý giảm đi khổng lồ xuống dưới một kích thước cỡ nhỏ độ phân giải khoảng đâu đó một phần mười dung lượng kích cỡ từ bản thông tin gốc ban đầu.",C,"Thông thường ở điểm thời điểm kết thúc bài học, thầy giáo giảng viên hay thường dẫn dắt giới thiệu bật mí chia sẻ tiết lộ một hướng để sau đó để máy tính của thiết bị tự động khéo léo thông minh học tự chủ cân chỉnh điều tiết lấy được độ tương phản của ánh sáng tối bằng công cụ Kỹ thuật khai thác Biểu đồ Histogram phối kết hợp đồng thời cùng hệ cân bằng là kỹ thuật phương pháp biến dạng biểu diễn CLAHE tân kì."
13,"Bản chất toán học của việc cộng hằng số dương (beta > 0) vào mỗi pixel là gì?","Nó dịch chuyển cả hệ đồ thị dải màu sang bên nửa trái (tối đi).","tịnh tiến đồ thị sang phải.","Kéo giãn khoảng phân bổ khoảng cách các mã nhị phân màu sắc ra.","Nó sẽ ngẫu nhiên thực hiện đảo lộn mọi giá trị các pixel hiện tại.",B,"Việc cộng một số dương cho tất cả điểm ảnh tương đương với việc tịnh tiến toàn bộ khối đồ thị phân bố màu theo hướng sang bên phải (sáng hơn)."
14,"Vai trò của biến alpha khi thực hiện biến đổi tuyến tính s = alpha * r là gì?","Tăng hoặc giảm tương phản.","Chỉ làm hình ảnh bị tối mờ đen đi một cách đáng kinh ngạc.","Đảo chuyển mọi khối màu sắc về lại dạng phim màu âm bản.","Tự động tự cắt bỏ đi những vùng viền nằm ở biên đang bị tối lẹm mờ mờ.",A,"Nhân với hệ số alpha lớn hơn 1 sẽ giúp kéo dãn dải tương phản ra, còn nhỏ hơn 1 thì thu hẹp độ tương phản lại."
15,"Hiện tượng ""mù tạm thời"" ở máy tính trong quá trình xử lý ảnh thường ám chỉ điều gì lúc kéo độ sáng?","Lớp kính của ống kính camera máy điện thoại bị dính quá nhiều hạt bụi bẩn bám dính làm mờ mịt tất cả.","Có một mảng không gian tối thui đen xì bao quanh làm đánh mất đi toàn bộ những thông tin một cách rành rọt.","Ngàm hiển thị của màn hình thiết bị đã không thể nào hiển thị tiếp thêm được đa dạng màu siêu sắc nét hơn.","Khu vực bầu trời mây trắng bị loá sáng cháy hỏng mất sạch chi tiết do Clipping.",D,"Lỗi tràn giá trị (clipping) thường làm các vùng có độ sáng lớn vượt ngưỡng 255 bị ép về màu trắng tuyệt đối (255) khiến máy tính không thể phân biệt được các chi tiết ở cực đỉnh sáng."
16,"Kỹ thuật Kéo dãn tương phản (Contrast Stretching) thực hiện chiến thuật gì để biến đổi ảnh?","Dùng hàm ngẫu nhiên tự nén các điểm tụ sáng lóa chói.","Nội suy và tiến hành làm xoá mờ mịt tất cả sơ đồ dạng đồ thị đi.","Biến đổi tuyến tính từng khúc.","Cắt xoá bỏ đứt đi luôn hẳn cả hai đầu phần nhọn trên đồ thị.",C,"Thuật toán Kéo dãn tương phản kéo dãn từng đoạn các dải màu (biến đổi tuyến tính từng khúc) để trải đều các điểm sáng và tối phủ lấp kín toàn bộ dải biểu diễn 0-255."
17,"Việc xử lý đặc thù những ảnh có tính chất từ y tế như X-Quang hay MRI thường phải ứng dụng phép toán nào là tốt nhất?","Sử dụng một chuỗi phép toán nội suy để chủ động đi lấy mẫu kề biên.","Hiệu chỉnh thuật toán hàm Gamma.","Biến đổi tuyến tính đơn thuần theo hướng không phân biệt để lọc.","Chặn toàn bộ mọi thông số biến đổi về cố định tại một mức hằng số.",B,"Kỹ thuật hiệu chỉnh Gamma cực kỳ hữu hiệu đối với những bức ảnh y tế đòi hỏi đặc tả tốt hơn ở một số vùng cực sáng hoặc siêu tối nhất định."
18,"Nhược điểm lớn nhất được nhắc đến của kỹ thuật biến đổi thuần tuyến tính khi đem so sánh với loại phi tuyến là khoản nào?","Dễ gây ra lỗi tràn giá trị Clipping.","Tiến trình khi người ta dựng biểu đồ thị hàm số mất cực nhiều công sức.","Khối lượng lệnh là siêu khó có thể được lập trình để nạp lên vi mạch nhỏ bé.","Quá trình nội suy vận hành cái tốc độ thuật toán chạy cực kỳ rùa bò.",A,"Vì biến đổi tuyến tính tác động đều lên mọi điểm nên đôi khi nó rất không phù hợp với biểu đồ sáng phức tạp, do đó dễ gây ra hậu quả là lỗi đánh mất chi tiết gọi là Clipping."
19,"Trong biểu đồ Hiệu chỉnh Gamma, đường thẳng nét đứt góc chéo ứng với hệ số Gamma bằng mấy?","Bằng số một chấm không.","Tham số đấy đạt mức dưới độ không phẩy năm phẩy đơn vị.","Bằng chính xác cực chuẩn đối với rất nhiều những thông số bất kỳ ngẫu nhiên hằng số nào đó.","Nó bằng mốc khoảng tầm độ tới tới một trăm hai mươi phần trăm cường độ tuyệt đối cho phép.",A,"Khi cấu hình thông số Gamma bằng đúng 1 thì hàm lũy thừa biến đổi thành hàm tuyến tính y=x, vẽ ra thành đồ thị một đường chéo dốc thẳng đứng tắp."
20,"Cuốn sách tham khảo chủ chốt về bộ môn Thị giác máy tính của vị tác giả nào được gợi ý làm nền tảng môn học ở cuối bài?","Học giả Richard Szeliski.","Cha đẻ giải phẫu hệ thống thiết kế phần cứng điện toán thiết bị là bác Alan Turing và John von Neumann tài ba lão luyện.","Khoa học gia thiên văn lừng danh với các giả định vũ trụ Stephen Hawking cùng Neil deGrasse Tyson uyên thâm mến thuộc.","Vị tinh anh đứng đằng sau hàng tá các phong trào khai mở thời đại mới Elon Musk cùng doanh nhân công nghệ Sam Altman rực lửa.",A,"Cuốn Computer Vision: Algorithms and Applications của tác giả Richard Szeliski đã được thầy gợi ý sử dụng làm giáo trình nền tảng hỗ trợ ngoài giờ trên lớp."
