ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
11,"Để tách riêng kênh màu Xanh dương (Blue) từ một bức ảnh màu img (chuẩn BGR) bằng kỹ thuật cắt lát (slicing) của NumPy, câu lệnh nào đúng?","blue_channel = img[:, :, 0]","blue_channel = img[:, :, 1]","blue_channel = img[:, :, 2]","blue_channel = img[0, :, :]",A,"Trong không gian BGR, kênh Blue nằm ở chỉ số 0. Cú pháp slicing [:, :, 0] lấy tất cả hàng, tất cả cột, tại kênh 0."
12,"Trong vòng lặp hiển thị video, lệnh if cv2.waitKey(1) & 0xFF == ord('q'): break có tác dụng gì?","Tự động thoát chương trình sau 1 giây nếu không có tín hiệu video.","Chờ 1ms, nếu người dùng nhấn phím 'q' thì thoát khỏi vòng lặp.","Chuyển đổi video sang định dạng chất lượng cao (Quality) sau 1ms.","Tạm dừng video và chờ người dùng nhập lệnh tiếp theo.",B,"Lệnh này chờ 1ms xem có phím nào được nhấn không. Nếu phím đó là 'q' (ord('q')), vòng lặp sẽ bị ngắt (break) để kết thúc chương trình."
13,"Phương thức cap.release() và video_out.release() ở cuối chương trình xử lý video có vai trò quan trọng gì?","Giải phóng bộ nhớ RAM đã cấp phát cho các biến cục bộ.","Đóng kết nối camera và đóng file video để lưu dữ liệu an toàn.","Xóa toàn bộ video vừa ghi để dọn dẹp ổ đĩa cứng.","Tự động gửi file video qua email cho người quản trị.",B,"Việc release() là bắt buộc để giải phóng quyền điều khiển hardware (camera) và đảm bảo file video được đóng gói (finalize) chính xác, tránh lỗi file hỏng."
14,"Công thức chuẩn để chuyển đổi thủ công một pixel màu (R, G, B) sang giá trị xám (Gray) dựa trên độ nhạy của mắt người là gì?","Gray = (R + G + B) / 3","Gray = 0.5 * R + 0.5 * B","Gray = 0.299 * R + 0.587 * G + 0.114 * B","Gray = 0.33 * R + 0.33 * G + 0.33 * B",C,"Mắt người nhạy cảm nhất với màu xanh lá (Green), ít nhất với màu lam (Blue). Công thức chuẩn BT.601 phản ánh điều này: 0.299*R + 0.587*G + 0.114*B."
15,"Đoạn code img[100:110, :] = 0 thực hiện thao tác gì trên bức ảnh?","Cắt bỏ vùng ảnh từ hàng 100 đến 110 và lưu vào biến mới.","Vẽ một dải màu đen ngang qua toàn bộ chiều rộng ảnh từ hàng 100 đến 110.","Làm mờ vùng ảnh từ hàng 100 đến 110 bằng bộ lọc trung bình.","Đặt giá trị pixel tại cột 100 đến 110 thành 0 (màu đen).",B,"Lệnh này gán giá trị 0 (màu đen) cho tất cả các pixel thuộc các hàng từ 100 đến 110, trên toàn bộ chiều rộng (ký tự :). Tạo ra một vạch đen ngang."
16,"Kiểu dữ liệu (dtype) phổ biến nhất của mảng NumPy dùng để biểu diễn ảnh 8-bit trong OpenCV là gì?","float32 (Số thực 32-bit).","int64 (Số nguyên 64-bit có dấu).","uint8 (Số nguyên không dấu 8-bit, giá trị 0-255).","bool (Giá trị đúng/sai).",C,"uint8 (Unsigned Integer 8-bit) dùng để lưu giá trị từ 0 đến 255, phù hợp hoàn hảo với độ sâu màu 8-bit chuẩn."
17,"Để tạo một ảnh nhị phân binary_img từ ảnh xám gray với ngưỡng T=127 bằng NumPy (không dùng cv2.threshold), cú pháp nào sau đây đúng?","binary_img = np.where(gray > 127, 255, 0)","binary_img = np.if(gray > 127, 255, 0)","binary_img = gray.threshold(127)","binary_img = gray > 127 ? 255 : 0",A,"Hàm np.where(condition, x, y) là cách vector hóa hiệu quả nhất: Nếu pixel > 127 thì gán 255 (trắng), ngược lại gán 0 (đen)."
18,"Hàm plt.hist(img.ravel(), 256) được sử dụng để làm gì trong bài tập phân tích ảnh?","Làm phẳng ảnh thành mảng 1 chiều và vẽ biểu đồ phân bố độ sáng (Histogram).","Cân bằng lại độ sáng của ảnh để tăng độ tương phản.","Xoay ảnh đi một góc 256 độ theo chiều kim đồng hồ.","Chia ảnh thành 256 vùng nhỏ để xử lý song song.",A,"img.ravel() làm phẳng ảnh 2D thành mảng 1D. plt.hist() đếm số lần xuất hiện của các giá trị từ 0-255 để vẽ biểu đồ histogram."
19,"Khi thực hiện phép toán trên mảng ảnh img = 255 - img, kết quả thu được là gì?","Ảnh gốc bị xóa trắng hoàn toàn.","Ảnh âm bản (Negative image) của ảnh gốc.","Ảnh gốc bị giảm độ sáng đi một nửa.","Ảnh gốc được chuyển sang định dạng xám.",B,"Đây là phép đảo ngược giá trị pixel (Inversion). Vùng sáng thành tối, vùng tối thành sáng, tạo ra ảnh âm bản."
20,"Nếu bạn muốn đếm số dòng văn bản trong một trang giấy đã được nhị phân hóa (chữ trắng nền đen), kỹ thuật xử lý mảng nào được gợi ý trong phần mở rộng?","Tính tổng giá trị pixel theo trục dọc (Vertical Projection).","Tính tổng giá trị pixel theo trục ngang (Horizontal Projection).","Tính trung bình cộng của toàn bộ pixel trong ảnh.","Đếm số lượng pixel màu trắng trên đường chéo chính.",B,"Horizontal Projection (tính tổng pixel theo hàng ngang) sẽ tạo ra các đỉnh (peak) tại vị trí có dòng chữ và đáy (valley) tại khoảng trắng giữa các dòng, giúp tách dòng văn bản."
