ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
11,"Trong toán học, nếu cường độ pixel lớn hơn ngưỡng T thì pixel đó nhận giá trị nào?","Bằng 128 tương ứng với một điểm ảnh có màu xám đậm.","Bằng 255 tương ứng với một điểm ảnh có màu trắng.","Bằng số 0 tương ứng với một điểm ảnh có màu đen tuyền.","Bằng chính giá trị cường độ gốc của điểm ảnh tự nhiên.",B,"Nếu cường độ pixel lớn hơn ngưỡng T, ta cho nó bằng 255 (Trắng); ngược lại bằng 0 (Đen)."
12,"Cắt ngưỡng toàn cục (Global Thresholding) sử dụng bao nhiêu giá trị ngưỡng cho ảnh?","Một giá trị tùy biến cho phần ảnh bị tối và phần bị lóa sáng.","Một giá trị thống nhất áp dụng cho toàn bộ ma trận điểm ảnh.","Mỗi pixel riêng lẻ trên ảnh sẽ có một giá trị ngưỡng hoàn toàn rêng.","Số lượng ngưỡng tự động thay đổi theo dải màu sắc của hình ảnh.",B,"Cắt ngưỡng toàn cục dùng một giá trị duy nhất cho toàn bộ ảnh."
13,"Cắt ngưỡng toàn cục hoạt động đạt hiệu quả tốt nhất trong điều kiện như thế nào?","Khi bức ảnh sở hữu nhiều chi tiết hoa văn vô cùng phức tạp và dày đặc.","Khi đối tượng hiển thị và nền có độ tương phản cực kỳ rõ rệt với nhau.","Khi người chụp chủ ý làm mờ hậu cảnh để làm nổi bật tâm điểm chính.","Khi bức ảnh vô tình được chụp dưới làn sương mù hoặc khói bụi mịt mù vào ban đêm.",B,"Phương pháp này chỉ hoạt động tốt khi đối tượng và nền có độ tương phản rõ rệt."
14,"Thường chọn ngưỡng T dựa vào vùng nào trên ""Biểu đồ Histogram hai đỉnh""?","Nằm ở khu vực có mật độ tập trung cao nhất trên dãy biểu đồ điểm ảnh.","Nằm ở vùng trũng hay dốc nằm trọn vẹn ở vị trí giữa hai đỉnh ngọn núi.","Nằm ngay tại giao điểm nơi cường độ sáng và giá trị màu sắc cân bằng nhau.","Nằm trên góc phải màn hình của đường đồ thị thể hiện sự chênh lệch.",B,"Nếu biểu đồ có hai ngọn núi rõ rệt, chỉ việc chọn T nằm ở vùng ""thung lũng"" giữa hai đỉnh đó."
15,"Đâu là ""gót chân Achilles"" (hạn chế lớn nhất) của thuật toán Cắt ngưỡng toàn cục?","Gây ra tình trạng quá tải và tiêu tốn nhiều dung lượng của bộ nhớ lưu trữ.","Thất bại khi ảnh có nguồn chiếu sáng không phân bố đồng đều hoặc bị đổ bóng.","Bắt buộc tốc độ xử lý của vi xử lý máy tính cực kỳ mạnh mới hoạt động được.","Làm giảm chất lượng hiển thị gốc so với mong muốn và thiết lập từ trước.",B,"Nó sẽ thất bại hoàn toàn khi bức ảnh có chiếu sáng không đồng đều hoặc bị đổ bóng."
16,"Hiện tượng vùng tối của vật thể bị sai lệch và bị coi là nền thường do nguyên nhân gì?","Máy ảnh bị rung lắc khi người dùng thao tác bấm phím cơ học để chụp ảnh nhanh.","Hệ thống áp dụng sai lệch một ngưỡng cố định duy nhất cho khu vực vùng đổ bóng sáng.","Các luồng sáng mạnh vô tình che khuất camera khiến cho ống kính hấp thụ sai luồng sáng.","Thao tác cài đặt của AI đã xóa bỏ các đối tượng có tần suất xuất hiện với tỷ lệ thấp.",B,"Vì vùng bóng râm có giá trị pixel thấp, nên nếu dùng một ngưỡng cố định thì vùng tối sẽ bị coi là nền."
17,"Để khắc phục hiện tượng chiếu sáng trên ảnh không đồng đều, kỹ thuật nào được ưu tiên?","Kỹ thuật Cắt ngưỡng Thích ứng (được gọi là Adaptive Thresholding).","Can thiệp tăng bộ lọc độ sắc nét đồng loạt cho điểm ảnh trước khi xử lý.","Tiến hành chỉnh sửa trực tiếp thông qua công cụ thủ công trong bóng râm.","Thực hiện tách ảnh làm hai phần theo tỷ lệ nhằm xác định cấu trúc gốc.",A,"Để ""cứu vãn"" các bức ảnh thiếu sáng không đều, chúng ta cần dùng đến thuật toán Cắt ngưỡng thích ứng."
18,"Cơ chế tính toán của phương pháp Cắt ngưỡng thích ứng xử lý trên ảnh theo nguyên lý nào?","Trích xuất ngẫu nhiên thuật toán học sâu để dự đoán ra giá trị ngưỡng tốt.","Tính toán một ngưỡng hoàn toàn riêng rẽ cho từng vùng tập hợp xung quanh pixel.","Tìm giá trị chênh lệch ở điểm giữa trọng tâm rồi suy chi tiết điểm ảnh lan tỏa ra ngoài.","Ánh xạ một giá trị quy chuẩn được thiết lập sẵn trên mọi thiết bị khi tích hợp API ảnh.",B,"Thay vì áp đặt cứng nhắc, ta sẽ tính toán ngưỡng riêng cho từng vùng nhỏ xung quanh mỗi pixel."
19,"Việc trừ đi tham số C trong thuật toán xác định điểm chuẩn Cắt ngưỡng thích ứng đóng vai trò gì?","Hoàn thiện bức ảnh đồng thời chuyển đổi màu sắc theo hướng chân thực cho hệ màu.","Kiểm soát mức độ đo lường độ nhạy thực tế, giúp loại trừ bỏ nhiễu và làm sạch quanh nền.","Vá những lỗ hổng trong ma trận để tăng độ phân giải điểm ảnh chuẩn ở mọi kích thước vi mô.","Kiểm soát sự biến dạng hoặc dãn cách theo chiều dài một cách đồng tâm có hướng cố định.",B,"Việc trừ đi C giúp chúng ta kiểm soát độ ""nhạy"" tách biên, giảm bớt nhiễu nhẹ ở nền, tạo độ sạch sẽ cho ảnh tĩnh."
20,"Thông qua thư viện lập trình OpenCV, hàm nào đóng vai trò thực thi chức năng Cắt ngưỡng thích ứng?","Hàm thao tác cv2.convertColorSpace trong mã nguồn gốc Python hay C++.","Hàm gọi lệnh cv2.adaptiveThreshold kết hợp các tham số vùng ảnh cụ thể.","Câu lệnh thực thi lệnh cv2.globalThresholding tùy biến điều kiện ngắt.","Sử dụng hệ thông số cấu hình mã tự động cv2.histogramEqualizer đa nền tảng.",B,"Với ngưỡng thích ứng, ta gọi hàm cv2.adaptiveThreshold với các tham số vùng cục bộ xung quanh."
