ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
11,"Thách thức ""Biến thiên góc nhìn"" (Viewpoint Variation) nghĩa là gì?","Đối tượng bị che khuất một phần bởi các vật thể khác trong khung hình.","Hình ảnh 2D của vật thể thay đổi hoàn toàn khi camera đổi vị trí.","Kích thước của vật thể thay đổi do khoảng cách đến camera thay đổi.","Màu sắc của vật thể bị biến đổi do điều kiện ánh sáng môi trường.",B,"Biến thiên góc nhìn xảy ra khi hình chiếu 2D của vật thể 3D thay đổi đáng kể do vị trí camera thay đổi (ví dụ: nhìn xe hơi từ trên cao khác với nhìn ngang), dù đó vẫn là cùng một vật thể."
12,"Tại sao ""Biến thiên tỷ lệ"" (Scale Variation) lại gây khó khăn cho các thuật toán nhận dạng cổ điển?","Vì các bộ lọc thường có kích thước cố định, khó khớp với vật thể ở các kích cỡ khác nhau.","Vì vật thể ở xa thường bị mờ và mất thông tin màu sắc so với vật thể ở gần.","Vì camera không thể lấy nét cùng lúc vào các vật thể ở các khoảng cách khác nhau.","Vì số lượng pixel của ảnh giảm đi khi lưu trữ, làm mất thông tin tỷ lệ gốc.",A,"Tài liệu chỉ ra sự không nhất quán giữa các đối tượng có kích thước biến đổi và các bộ lọc có trường tiếp nhận (receptive field) cố định, làm giảm hiệu suất phát hiện, đặc biệt với đối tượng nhỏ."
13,"Trong lĩnh vực y tế, thị giác máy tính hỗ trợ bác sĩ như thế nào qua ảnh chụp X-quang hoặc CT?","Tự động kê đơn thuốc dựa trên lịch sử bệnh án của bệnh nhân.","Phân tích ảnh để phát hiện sớm khối u hoặc các dấu hiệu bệnh lý.","Thay thế hoàn toàn bác sĩ trong việc phẫu thuật các ca phức tạp.","Quản lý hồ sơ viện phí và đặt lịch hẹn khám bệnh tự động.",B,"CV trong y tế có khả năng phân tích ảnh X-quang, CT, MRI để phát hiện sớm khối u hoặc dấu hiệu bệnh lý với độ chính xác cao."
14,"Đặc điểm của ""Kỷ nguyên kỹ thuật đặc trưng"" (Feature Engineering) trong những năm 2000 là gì?","Máy tính tự động học đặc trưng từ dữ liệu thô mà không cần can thiệp.","Tập trung thiết kế thủ công các bộ mô tả mạnh mẽ và bất biến như SIFT.","Sử dụng các mạng nơ-ron tích chập sâu để giải quyết mọi bài toán.","Quay trở lại các phương pháp hình học đơn giản của thập niên 1960.",B,"Thập niên 2000 được định hình bởi việc các nhà nghiên cứu tập trung thiết kế các bộ mô tả đặc trưng thủ công (như SIFT năm 2004) để nhận dạng đối tượng ổn định."
15,"Tại sao nói bài toán tái tạo cấu trúc 3D từ ảnh 2D là một ""bài toán ngược"" (inverse problem)?","Vì chúng ta phải xử lý dữ liệu từ kết quả đầu ra ngược lại về đầu vào ban đầu.","Vì quá trình chụp ảnh làm mất thông tin chiều sâu, gây ra sự mơ hồ khi tái tạo.","Vì máy tính xử lý hình ảnh theo thứ tự ngược với hệ thống thị giác con người.","Vì các thuật toán phải chạy ngược thời gian để dự đoán chuyển động của vật thể.",B,"Đây là bài toán ngược vì chúng ta cố gắng phục hồi thông tin chưa biết (cấu trúc 3D) từ dữ liệu không đầy đủ (ảnh 2D thiếu chiều sâu), do đó cần các mô hình bổ sung để loại bỏ sự mơ hồ."
16,"Thách thức ""Biến dạng đối tượng"" (Deformation) thường gặp nhất ở loại đối tượng nào?","Các vật thể cứng nhắc như xe hơi, tòa nhà, biển báo giao thông.","Các vật thể phi cấu trúc như bầu trời, mặt nước, đám mây.","Các vật thể không cứng như cơ thể người, động vật, quần áo.","Các vật thể nhân tạo có hình học cố định như bàn, ghế gỗ.",C,"Biến dạng thường xảy ra với các vật thể không có cấu trúc hình học cứng nhắc (non-rigid) như cơ thể người (nhiều tư thế) hoặc quần áo/vải."
17,"Hiện tượng ""Che khuất"" (Occlusion) đòi hỏi hệ thống thị giác máy tính phải có khả năng gì?","Suy luận về phần bị thiếu của đối tượng dựa trên các phần nhìn thấy được.","Tăng độ sáng của hình ảnh để nhìn xuyên qua vật thể đang che chắn.","Thay đổi góc nhìn của camera vật lý để tránh vật cản trong thời gian thực.","Loại bỏ hoàn toàn đối tượng bị che khuất ra khỏi quá trình xử lý ảnh.",A,"Khi đối tượng bị che khuất một phần, hệ thống phải có khả năng ""suy luận"" và nhận dạng toàn bộ đối tượng chỉ từ những phần có thể quan sát được."
18,"Thách thức ""Đa dạng trong cùng một lớp"" (Intra-class Variation) được minh họa rõ nhất qua ví dụ nào?","Một chiếc ghế nhìn từ mặt trước khác hoàn toàn so với nhìn từ bên hông.","Một chiếc ghế màu đỏ trông khác biệt so với một chiếc ghế màu xanh dưới ánh sáng vàng.","Các loại ghế khác nhau (sofa, ghế đẩu, ghế văn phòng) đều cần được nhận diện là ""ghế"".","Một chiếc ghế bị người ngồi che khuất một phần lưng tựa và chân ghế.",C,"Intra-class Variation đề cập đến việc các đối tượng thuộc cùng một lớp ngữ nghĩa (như ""ghế"") có hình dạng, cấu trúc cực kỳ đa dạng (sofa vs ghế đẩu), nhưng thuật toán vẫn phải nhận ra chúng cùng là một loại."
19,"Khi ánh sáng thay đổi (Illumination Variation), tại sao việc nhận dạng dựa trên pixel thô lại thất bại?","Vì ánh sáng làm thay đổi kích thước vật lý của đối tượng trong không gian 3D.","Vì cường độ sáng thay đổi làm thay đổi hoàn toàn giá trị ma trận số của ảnh.","Vì ánh sáng mạnh làm camera bị lóa và không thu nhận được dữ liệu hình ảnh.","Vì bóng đổ làm thay đổi hình dạng biên của đối tượng thành hình dạng khác.",B,"Cường độ, hướng và phổ màu của ánh sáng có thể làm thay đổi hoàn toàn các giá trị pixel (ma trận số), khiến việc nhận dạng dựa trên so khớp pixel trực tiếp trở nên khó khăn."
20,"Để giải quyết vấn đề nhận dạng một bông hoa Tulip trong nhiều điều kiện khác nhau (zoom, góc chụp, màu sắc), thuật toán cần đạt được điều gì?","Học thuộc lòng tất cả các biến thể hình ảnh có thể có của hoa Tulip.","Xây dựng một biểu diễn bất biến nắm bắt được bản chất cốt lõi của hoa Tulip.","Chuyển đổi tất cả ảnh về cùng một kích thước và màu sắc chuẩn trước khi xử lý.","Loại bỏ tất cả thông tin nền và chỉ giữ lại vùng điểm ảnh chứa bông hoa.",B,"Bản chất của thách thức là xây dựng các mô hình học được một ""biểu diễn bất biến"" (invariant representation) nắm bắt được bản chất của đối tượng bất chấp sự thay đổi của dữ liệu điểm ảnh thô do góc nhìn, tỷ lệ hay màu sắc."
